"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","gps_code","iata_code","local_code","home_link","wikipedia_link","keywords"
29339,"ESKT","small_airport","Tierp Airfield",60.350351,17.418652,129,"EU","SE","SE-C","Tierp","no","ESKT",,,"https://nufk.com/","https://sv.wikipedia.org/wiki/Tierps_flygbas","ESKT"
29340,"ESKU","small_airport","Sunne Airfield",59.860199,13.1129,,"EU","SE","SE-S",,"no","ESKU",,,,"https://sv.wikipedia.org/wiki/Sunne-Holmby_flygplats",
2661,"ESKV","small_airport","Arvika Airfield",59.6759,12.6394,237,"EU","SE","SE-S","Arvika","no","ESKV",,,"https://www.arvikaflygklubb.se","https://sv.wikipedia.org/wiki/Arvika_flygplats",
29341,"ESKX","closed","Björkvik Air Base",58.790798,16.571199,,"EU","SE","SE-D","Björkvik","no",,,,,,"ESKX"
2662,"ESMA","closed","Emmaboda Airfield",56.610802,15.6048,,"EU","SE","SE-H","Emmaboda","no",,,,,,
29342,"ESMB","small_airport","Borglanda Airfield",56.862999,16.656099,115,"EU","SE","SE-H","Borglanda","no","ESMB",,,"http://www.borglanda.se",,"Öland"
29343,"ESMC","small_airport","Ränneslätt Airfield",57.670601,14.943,720,"EU","SE","SE-F","Eksjö","no","ESMC",,,"http://norrasmalandsfk.se","https://sv.wikipedia.org/wiki/Eksj%C3%B6-R%C3%A4nnesl%C3%A4tt_flygf%C3%A4lt",
29938,"ESMD","closed","Hässleholm Vankivar Airport",56.18470001220703,13.750300407409668,180,"EU","SE","SE-M","Hässleholm","no",,,,,,"ESMD, ESMD"
29344,"ESME","small_airport","Eslöv Airfield",55.848923,13.329935,296,"EU","SE","SE-M","Eslöv","no","ESME",,,,"http://sv.wikipedia.org/wiki/Esl%C3%B6vs_flygplats",
29345,"ESMF","small_airport","Fagerhult Airfield",56.387901,13.4706,378,"EU","SE","SE-M","Fagerhult","no","ESMF",,,,,
2663,"ESMG","small_airport","Feringe Airfield",56.950298,13.9217,538,"EU","SE","SE-G","Ljungby","no","ESMG",,,"http://www.feringefk.se/","https://sv.wikipedia.org/wiki/Ljungby-Feringe_flygplats",
29346,"ESMH","small_airport","Höganäs Airfield",56.184799,12.5761,21,"EU","SE","SE-M","Höganäs","no","ESMH",,,,,
29347,"ESMI","small_airport","Sjöbo/Sövde Airfield",55.598202,13.6747,118,"EU","SE","SE-M","Sövdeborg","no","ESMI",,,"http://www.sjoboflyg.se/esmi.php",,
29348,"ESMJ","small_airport","Kågeröd Simmelsberga Airfield",55.994701,13.0509,276,"EU","SE","SE-M","Kågeröd","no","ESMJ",,,,,
2664,"ESMK","medium_airport","Kristianstad Airport",55.9217,14.0855,76,"EU","SE","SE-M","Kristianstad","yes","ESMK","KID",,"https://kidairport.com","https://en.wikipedia.org/wiki/Kristianstad_Airport",
2665,"ESML","small_airport","Landskrona Airfield",55.945999,12.87,194,"EU","SE","SE-M","Landskrona","no","ESML",,,"http://landskronaflygklubb.se","https://de.wikipedia.org/wiki/Flugplatz_Landskrona",
30091,"ESMN","closed","Lund Airfield",55.684399,13.2108,79,"EU","SE","SE-M","Lund","no",,,,"http://www.lundsflygklubb.se/",,"Hasslanda Airfield, ESMN"
2666,"ESMO","small_airport","Oskarshamn Airport",57.350498,16.497999,96,"EU","SE","SE-H",,"no","ESMO","OSK",,,"https://en.wikipedia.org/wiki/Oskarshamn_Airport",
2667,"ESMP","small_airport","Anderstorp Airfield",57.264198,13.5994,507,"EU","SE","SE-F","Anderstorp","no","ESMP",,,,,
2668,"ESMQ","medium_airport","Kalmar Airport",56.685501,16.2876,17,"EU","SE","SE-H","Kalmar","yes","ESMQ","KLR",,,"https://en.wikipedia.org/wiki/Kalmar_Airport",
29349,"ESMR","closed","Trelleborg Airport",55.3833007812,13.0310001373,,"EU","SE","SE-M","Trelleborg","no",,,,,,"Maglarp Airport, ESMR"
2669,"ESMS","medium_airport","Malmö Sturup Airport",55.535564,13.376327,236,"EU","SE","SE-M","Malmö","yes","ESMS","MMX",,"http://www.swedavia.com/malmo/","https://en.wikipedia.org/wiki/Malm%C3%B6_Airport",
2670,"ESMT","medium_airport","Halmstad Airport",56.69110107421875,12.820199966430664,101,"EU","SE","SE-N","Halmstad","yes","ESMT","HAD",,,"https://en.wikipedia.org/wiki/Halmstad_Airport",
29350,"ESMU","small_airport","Möckeln Airfield",56.572016,14.168415,480,"EU","SE","SE-G","Älmhult","no","ESMU",,,,"https://en.wikipedia.org/wiki/M%C3%B6ckeln_Airport",
2671,"ESMV","small_airport","Hagshult Air Base",57.292198,14.1372,556,"EU","SE","SE-F",,"no","ESMV",,,"http://www.flygklubb.se/medlem/index.cfm?klubb=001&user=999&password=demo","https://sv.wikipedia.org/wiki/Hagshult_flygbas",
29351,"ESMW","closed","Tingsryd Airport",56.5331,14.9641,,"EU","SE","SE-G","Tingsryd","no",,,,,,"ESMW"
2672,"ESMX","medium_airport","Växjö Kronoberg Airport",56.929100036621094,14.727999687194824,610,"EU","SE","SE-G","Växjö","yes","ESMX","VXO",,,"https://en.wikipedia.org/wiki/V%C3%A4xj%C3%B6_Airport",
29352,"ESMY","small_airport","Smålandsstenar Smålanda Airfield",57.168598,13.4402,540,"EU","SE","SE-F","Smålandsstenar","no","ESMY",,,,,
29353,"ESMZ","small_airport","Ölanda Airfield",57.328236,17.050524,27,"EU","SE","SE-H","Ölanda","no","ESMZ",,,"http://www.ölanda.se/",,"Öland"
2673,"ESNA","small_airport","Hallviken Airfield",63.7383,15.4583,1119,"EU","SE","SE-Z","Hallviken","no","ESNA",,,,"https://sv.wikipedia.org/wiki/Hallvikens_flygf%C3%A4lt",
29354,"ESNB","small_airport","Sollefteå/Långsele Airfield",63.1712,16.985201,423,"EU","SE","SE-Y","Långsele","no","ESNB",,,,,
2674,"ESNC","small_airport","Hedlanda Airfield",62.410631,13.745699,1460,"EU","SE","SE-Z","Hede","no","ESNC",,,,"http://sv.wikipedia.org/wiki/Hedlanda_flygplats",
2675,"ESND","small_airport","Sveg Airport",62.047798,14.4229,1178,"EU","SE","SE-Z","Sveg","yes","ESND","EVG",,,"https://en.wikipedia.org/wiki/Sveg_Airport",
29355,"ESNE","small_airport","Överkalix Airfield",66.529093,22.356319,,"EU","SE","SE-BD","Överkalix","no","ESNE",,,,"https://sv.wikipedia.org/wiki/%C3%96verkalix-Naishedens_flygf%C3%A4lt","Ylikainuu"
29356,"ESNF","closed","Färila Air Base",61.897999,15.7053,676,"EU","SE","SE-X","Färila","no",,,,,"https://sv.wikipedia.org/wiki/F%C3%A4rila_flygbas","ESNF, Föne"
2676,"ESNG","medium_airport","Gällivare Airport",67.13240051269531,20.814599990844727,1027,"EU","SE","SE-BD","Gällivare","yes","ESNG","GEV",,,"https://en.wikipedia.org/wiki/G%C3%A4llivare_Airport",
2677,"ESNH","closed","Hudiksvall Airport",61.768101,17.0807,,"EU","SE","SE-X","Hudiksvall","no",,,,,,"ESNH, HUV"
29357,"ESNI","closed","Kubbe Air Base",63.632499694824,17.936000823975,,"EU","SE","SE-Y","Kubbe","no",,,,,,"ESNI, ESNI"
2678,"ESNJ","small_airport","Jokkmokk Airfield",66.496201,20.1472,904,"EU","SE","SE-BD",,"no","ESNJ",,,,"https://sv.wikipedia.org/wiki/Jokkmokks_flygbas",
2679,"ESNK","medium_airport","Kramfors-Sollefteå Höga Kusten Airport",63.048599,17.7689,34,"EU","SE","SE-Y","Nyland","yes","ESNK","KRF",,,"https://en.wikipedia.org/wiki/Kramfors_Airport",
2680,"ESNL","medium_airport","Lycksele Airport",64.548302,18.7162,705,"EU","SE","SE-AC","Lycksele","yes","ESNL","LYC",,,"https://en.wikipedia.org/wiki/Lycksele_Airport",
2681,"ESNM","small_airport","Optand Airfield",63.128601,14.8028,1236,"EU","SE","SE-Z",,"no","ESNM",,,,"https://sv.wikipedia.org/wiki/%C3%96stersund-Optand_flygf%C3%A4lt",
2682,"ESNN","medium_airport","Sundsvall-Härnösand Airport",62.528099060058594,17.443899154663086,16,"EU","SE","SE-Y","Sundsvall/ Härnösand","yes","ESNN","SDL",,,"https://en.wikipedia.org/wiki/Sundsvall-H%C3%A4rn%C3%B6sand_Airport",
2683,"ESNO","medium_airport","Örnsköldsvik Airport",63.40829849243164,18.989999771118164,354,"EU","SE","SE-Y","Örnsköldsvik","yes","ESNO","OER",,,"https://en.wikipedia.org/wiki/%C3%96rnsk%C3%B6ldsvik_Airport",
2684,"ESNP","small_airport","Piteå Airfield",65.3983,21.260799,43,"EU","SE","SE-BD","Piteå","no","ESNP",,,,,
2685,"ESNQ","medium_airport","Kiruna Airport",67.821998596191,20.336799621582,1508,"EU","SE","SE-BD","Kiruna","yes","ESNQ","KRN",,"https://www.swedavia.com/kiruna/","https://en.wikipedia.org/wiki/Kiruna_Airport",
2686,"ESNR","small_airport","Orsa Airfield",61.189999,14.7126,683,"EU","SE","SE-W",,"no","ESNR",,,,"https://sv.wikipedia.org/wiki/Orsa-Tallheds_flygf%C3%A4lt",
2687,"ESNS","medium_airport","Skellefteå Airport",64.62480163574219,21.076900482177734,157,"EU","SE","SE-AC","Skellefteå","yes","ESNS","SFT",,,"https://en.wikipedia.org/wiki/Skellefte%C3%A5_Airport",
2688,"ESNT","closed","Sättna Airport",62.4814,17.002899,,"EU","SE","SE-Y",,"no",,,,,,"ESNT"
2689,"ESNU","medium_airport","Umeå Airport",63.791801452637,20.282800674438,24,"EU","SE","SE-AC","Umeå","yes","ESNU","UME",,"https://www.swedavia.com/umea/","https://en.wikipedia.org/wiki/Ume%C3%A5_Airport",
2690,"ESNV","medium_airport","Vilhelmina South Lapland Airport",64.579102,16.833599,1140,"EU","SE","SE-AC","Vilhelmina","yes","ESNV","VHM",,,"https://en.wikipedia.org/wiki/Vilhelmina_Airport",
2691,"ESNX","medium_airport","Arvidsjaur Airport",65.59030151367188,19.28190040588379,1245,"EU","SE","SE-BD","Arvidsjaur","yes","ESNX","AJR",,,"https://en.wikipedia.org/wiki/Arvidsjaur_Airport",
2692,"ESNY","medium_airport","Söderhamn Airport",61.261501,17.0991,88,"EU","SE","SE-X","Söderhamn","no","ESNY","SOO",,"http://www.flygstaden.se/flygf-ltet","https://en.wikipedia.org/wiki/S%C3%B6derhamn_Airport",
29358,"ESNZ","medium_airport","Åre Östersund Airport",63.194135,14.500322,1233,"EU","SE","SE-Z","Östersund","yes","ESNZ","OSD",,"https://www.swedavia.com/ostersund/","https://en.wikipedia.org/wiki/%C3%85re_%C3%96stersund_Airport","F4 Frösön Air Base, ESPC"
2693,"ESOE","medium_airport","Örebro Airport",59.22370147705078,15.038000106811523,188,"EU","SE","SE-T","Örebro","yes","ESOE","ORB",,,"https://en.wikipedia.org/wiki/%C3%96rebro_Airport",
2694,"ESOH","small_airport","Hagfors Airport",60.0201,13.5789,474,"EU","SE","SE-S","Råda","yes","ESOH","HFS",,,"https://en.wikipedia.org/wiki/Hagfors_Airport",
2695,"ESOK","medium_airport","Karlstad Airport",59.444698,13.3374,352,"EU","SE","SE-S","Karlstad","yes","ESOK","KSD",,"https://www.ksdarprt.se/","https://en.wikipedia.org/wiki/Karlstad_Airport",
29359,"ESOL","small_airport","Lemstanas Airfield",60.586597,16.586566,210,"EU","SE","SE-X","Storvik","no","ESOL",,,"http://flygklubbenstorvik.se/wp/","https://sv.wikipedia.org/wiki/Storvik-Lemstan%C3%A4s_flygf%C3%A4lt",
2696,"ESOW","medium_airport","Stockholm Västerås Airport",59.58940124511719,16.63360023498535,21,"EU","SE","SE-U","Stockholm / Västerås","yes","ESOW","VST",,,"https://en.wikipedia.org/wiki/Stockholm-V%C3%A4ster%C3%A5s_Airport",
2697,"ESPA","medium_airport","Luleå Airport",65.5438,22.122,65,"EU","SE","SE-BD","Luleå","yes","ESPA","LLA",,"https://www.swedavia.com/lulea/","https://en.wikipedia.org/wiki/Lule%C3%A5_Airport","Kallax Air Base"
2699,"ESPE","small_airport","Vidsel Air Base",65.875298,20.1499,597,"EU","SE","SE-BD","Vidsel","no","ESPE",,,,"https://en.wikipedia.org/wiki/Vidsel_Air_Base",
29360,"ESPG","closed","Boden Army Air Base",65.810302734375,21.691299438477,,"EU","SE","SE-BD","Boden","no",,,,,,"ESPG, ESPG"
29361,"ESPJ","closed","Hede Air Base",65.838302612305,21.468799591064,,"EU","SE","SE-BD",,"no",,,,,,"ESPJ, ESPJ"
2700,"ESQO","small_airport","Arboga Airfield",59.3866,15.9241,33,"EU","SE","SE-U",,"no","ESQO",,,,"https://en.wikipedia.org/wiki/Arboga_Airfield",
29362,"ESQP","heliport","Berga Heliport",59.070202,18.117001,,"EU","SE","SE-AB","Berga Naval Base","no","ESQP",,,,"https://sv.wikipedia.org/wiki/Berga_helikopterflygplats",
2701,"ESSA","large_airport","Stockholm-Arlanda Airport",59.64849,17.928829,137,"EU","SE","SE-AB","Stockholm","yes","ESSA","ARN",,"http://www.swedavia.se/arlanda/","https://en.wikipedia.org/wiki/Stockholm-Arlanda_Airport",
2702,"ESSB","medium_airport","Stockholm-Bromma Airport",59.354400634765625,17.941699981689453,47,"EU","SE","SE-AB","Stockholm","yes","ESSB","BMA",,,"https://en.wikipedia.org/wiki/Stockholm-Bromma_Airport",
29363,"ESSC","small_airport","Ekeby Airfield",59.3839,16.4419,,"EU","SE","SE-D","Eskilstuna","no","ESSC",,,,"https://sv.wikipedia.org/wiki/Ekeby_flygf%C3%A4lt",
2703,"ESSD","medium_airport","Dala Airport",60.422001,15.5152,503,"EU","SE","SE-W","Borlange","yes","ESSD","BLE",,"https://www.dalaflyget.se/","https://en.wikipedia.org/wiki/Borl%C3%A4nge_Airport",
29364,"ESSE","small_airport","Skå-Edeby Airfield",59.3451,17.740499,20,"EU","SE","SE-AB","Stockholm","no","ESSE",,,,"https://sv.wikipedia.org/wiki/Sk%C3%A5-Edeby_flygf%C3%A4lt",
2704,"ESSF","small_airport","Hultsfred Airport",57.525799,15.8233,366,"EU","SE","SE-H",,"no","ESSF","HLF",,"http://www.hultsfredairport.se/","https://en.wikipedia.org/wiki/Hultsfred_Airport",
29365,"ESSG","small_airport","Ludvika Airfield",60.088299,15.0964,900,"EU","SE","SE-W","Ludvika","no","ESSG",,,,,
29366,"ESSH","small_airport","Laxå Airfield",58.978699,14.6662,,"EU","SE","SE-T","Laxå","no","ESSH",,,,"https://sv.wikipedia.org/wiki/Lax%C3%A5_flygf%C3%A4lt",
29367,"ESSI","small_airport","Visingsö Airfield",58.0984,14.4026,,"EU","SE","SE-F","Visingsö","no","ESSI",,,,,
2705,"ESSK","medium_airport","Gävle Sandviken Airport",60.5933,16.951401,224,"EU","SE","SE-X","Gävle / Sandviken","no","ESSK","GVX",,,"https://en.wikipedia.org/wiki/G%C3%A4vle-Sandviken_Airport",
2706,"ESSL","medium_airport","Linköping City Airport",58.4062004089,15.680500030500001,172,"EU","SE","SE-E","Linköping","yes","ESSL","LPI",,"http://www.linkopingsflygplats.se/","https://en.wikipedia.org/wiki/Link%C3%B6ping_SAAB_Airport",
29368,"ESSM","small_airport","Brattforshede Airfield",59.608398,13.9123,,"EU","SE","SE-S","Lindfors","no","ESSM",,,,,
30191,"ESSN","small_airport","Norrtälje Airfield",59.732592,18.695215,39,"EU","SE","SE-AB","Norrtälje","no","ESSN",,,"https://rfk.nu","https://en.wikipedia.org/wiki/Mellingeholm_Airport","Mellingeholm"
2707,"ESSP","medium_airport","Norrköping Airport",58.586299896240234,16.250600814819336,32,"EU","SE","SE-E","Norrköping","yes","ESSP","NRK",,,"https://en.wikipedia.org/wiki/Norrk%C3%B6ping_Airport","Kungsangen"
30015,"ESSQ","closed","Karlstad South Airport",59.359199523899996,13.4660997391,148,"EU","SE","SE-S","Karlstad","no",,,,,,"ESSQ, ESSQ"
2708,"ESST","medium_airport","Torsby Airport",60.1576,12.9913,393,"EU","SE","SE-S","Torsby","yes","ESST","TYF",,"http://www.torsbyflygplats.se","https://en.wikipedia.org/wiki/Torsby_Airport",
2709,"ESSU","medium_airport","Eskilstuna Airport",59.351101,16.708401,139,"EU","SE","SE-D","Eskilstuna","no","ESSU","EKT",,"https://www.eskilstunaflygplats.se/","https://en.wikipedia.org/wiki/Eskilstuna_Airport",
2710,"ESSV","medium_airport","Visby Airport",57.662799835205,18.346200942993,164,"EU","SE","SE-I","Visby","yes","ESSV","VBY",,"https://www.swedavia.com/visby/","https://en.wikipedia.org/wiki/Visby_Airport",
29369,"ESSW","small_airport","Västervik Airport",57.779999,16.5236,118,"EU","SE","SE-H","Västervik","no","ESSW","VVK",,"http://www.essw.se","https://sv.wikipedia.org/wiki/V%C3%A4sterviks_flygplats","Vastervik, essw, Västervik"
29370,"ESSX","small_airport","Johannisberg Airfield",59.575802,16.503201,33,"EU","SE","SE-U","Västerås","no","ESSX",,,,"https://sv.wikipedia.org/wiki/V%C3%A4ster%C3%A5s/Johannisbergs_flygf%C3%A4lt",
29371,"ESSZ","small_airport","Vängsö Airfield",59.101101,17.2111,46,"EU","SE","SE-D","Vängsö","no","ESSZ",,,"https://www.osfk.se/",,
2711,"ESTA","medium_airport","Ängelholm-Helsingborg Airport",56.29610061645508,12.847100257873535,68,"EU","SE","SE-M","Ängelholm","yes","ESTA","AGH",,"http://www.lfv.se/templates/LFV_AirportStartPage____4777.aspx","https://en.wikipedia.org/wiki/%C3%84ngelholm-Helsingborg_Airport","ESDB, Ängelholm Air Base"
29869,"ESTF","small_airport","Fjällbacka Anra Airfield",58.630009,11.314459,10,"EU","SE","SE-Q","Fjällbacka","no","ESTF",,,,,
29920,"ESTG","closed","Grönhögen Airport",56.275002,16.42,10,"EU","SE","SE-H",,"no",,,,,,
2712,"ESTL","medium_airport","Ljungbyhed Airfield",56.082802,13.2125,140,"EU","SE","SE-M","Ljungbyhed","no","ESTL",,,,"https://sv.wikipedia.org/wiki/Ljungbyheds_flygplats",
29372,"ESTO","closed","Tomelilla Airfield",55.543301,14.0009,,"EU","SE","SE-M","Tomelilla","no",,,,,,"ESTO, ESTO"
